Phase,Block,TrialInBlock,GlobalTrial,SoundFile,SoundPath,Category,ExpectedResponse,ExpectedColor,PressedResponse,PressedColor,Correct,ReactionTime_s,Slow,EarlyPressDetected,SoundOnset_s,SoundOffset_s,ResponseOnset_s,ResponsePress_s,MappingLabel
generalization,2,57,NaN,ySequenceGen_9.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_9.flac,y,2,Green,2,Green,1,2.46117540000705,0,0,377612.8899637,377614.4211786,377615.6081253,377618.0693007,generalization
generalization,2,58,NaN,aSequenceGen_5.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_5.flac,a,3,Blue,3,Blue,1,0.897048899962101,0,0,377619.2800069,377620.8168662,377622.0130142,377622.9100631,generalization
generalization,2,59,NaN,aSequenceGen_11.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_11.flac,a,3,Blue,3,Blue,1,1.0135702000116,0,0,377624.1528313,377625.6837568,377626.87914,377627.8927102,generalization
generalization,2,60,NaN,bSequenceGen_6.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_6.flac,b,1,Yellow,1,Yellow,1,1.37058139999863,0,0,377629.1213281,377630.6458099,377631.8266388,377633.1972202,generalization
generalization,2,61,NaN,xSequenceGen_2.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_2.flac,x,4,Red,2,Green,0,0.280151700018905,0,0,377634.4759584,377636.0059334,377637.1979129,377637.4780646,generalization
generalization,2,62,NaN,ySequenceGen_2.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_2.flac,y,2,Green,2,Green,1,0.857133799989242,0,0,377638.7337708,377640.2576541,377641.444349,377642.3014828,generalization
generalization,2,63,NaN,bSequenceGen_5.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_5.flac,b,1,Yellow,2,Green,0,2.19896680000238,0,0,377643.5806273,377645.1063773,377646.2945901,377648.4935569,generalization
generalization,2,64,NaN,xSequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_8.flac,x,4,Red,4,Red,1,0.907571599993389,0,0,377649.7010899,377651.2291073,377652.4101003,377653.3176719,generalization
generalization,2,65,NaN,ySequenceGen_11.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_11.flac,y,2,Green,4,Red,0,0.804788700013887,0,0,377654.5800029,377656.1140734,377657.2962489,377658.1010376,generalization
generalization,2,66,NaN,ySequenceGen_6.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_6.flac,y,2,Green,4,Red,0,1.67007190000731,0,0,377659.3838891,377660.9164255,377662.111428,377663.7814999,generalization
generalization,2,67,NaN,bSequenceGen_11.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_11.flac,b,1,Yellow,1,Yellow,1,0.618796800030395,0,0,377665.0263051,377666.5561093,377667.7461981,377668.3649949,generalization
generalization,2,68,NaN,bSequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_1.flac,b,1,Yellow,1,Yellow,1,0.757085400051437,0,0,377669.617943,377671.1513375,377672.3458262,377673.1029116,generalization
generalization,2,69,NaN,xSequenceGen_9.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_9.flac,x,4,Red,1,Yellow,0,1.23344320000615,0,0,377674.2811326,377675.8099804,377676.996401,377678.2298442,generalization
generalization,2,70,NaN,bSequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_10.flac,b,1,Yellow,2,Green,0,0.281146899971645,0,0,377679.4592753,377680.9896811,377682.1801096,377682.4612565,generalization
generalization,2,71,NaN,bSequenceGen_2.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_2.flac,b,1,Yellow,3,Blue,0,5.17975480004679,0,0,377683.6722615,377685.1962785,377686.3796287,377691.5593835,generalization
generalization,2,72,NaN,xSequenceGen_5.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_5.flac,x,4,Red,4,Red,1,0.316246700007468,0,0,377692.7940467,377694.3200844,377695.5141104,377695.8303571,generalization
generalization,2,73,NaN,xSequenceGen_12.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_12.flac,x,4,Red,4,Red,1,0.816837800026406,0,0,377697.0854968,377698.6201695,377699.8116633,377700.6285011,generalization
generalization,2,74,NaN,xSequenceGen_4.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_4.flac,x,4,Red,2,Green,0,0.291518099955283,0,0,377701.850983,377703.3819379,377704.5791824,377704.8707005,generalization
generalization,2,75,NaN,ySequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_10.flac,y,2,Green,4,Red,0,0.374378200038336,0,0,377706.1132394,377707.6385898,377708.8307755,377709.2051537,generalization
generalization,2,76,NaN,ySequenceGen_7.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_7.flac,y,2,Green,2,Green,1,0.343685500032734,0,0,377710.4485711,377711.977134,377713.1577302,377713.5014157,generalization
generalization,2,77,NaN,bSequenceGen_7.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_7.flac,b,1,Yellow,4,Red,0,0.405509399948642,0,0,377714.7429356,377716.2707307,377717.4629517,377717.8684611,generalization
generalization,2,78,NaN,ySequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_1.flac,y,2,Green,3,Blue,0,0.345998900011182,0,0,377719.1071023,377720.6365986,377721.8276325,377722.1736314,generalization
generalization,2,79,NaN,aSequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_10.flac,a,3,Blue,3,Blue,1,1.038004299975,0,0,377723.4204523,377724.9484107,377726.1273331,377727.1653374,generalization
generalization,2,80,NaN,bSequenceGen_4.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_4.flac,b,1,Yellow,4,Red,0,0.348335599992424,0,0,377728.4243919,377729.9468575,377731.1281787,377731.4765143,generalization
generalization,2,81,NaN,bSequenceGen_9.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_9.flac,b,1,Yellow,2,Green,0,0.321138600003906,0,0,377732.7204426,377734.2499864,377735.4439105,377735.7650491,generalization
generalization,2,82,NaN,ySequenceGen_4.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_4.flac,y,2,Green,2,Green,1,0.307322100037709,0,0,377736.9863048,377738.5233094,377739.7144748,377740.0217969,generalization
generalization,2,83,NaN,aSequenceGen_7.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_7.flac,a,3,Blue,3,Blue,1,0.972623800043948,0,0,377741.2563145,377742.7864595,377743.9763385,377744.9489623,generalization
generalization,2,84,NaN,aSequenceGen_4.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_4.flac,a,3,Blue,4,Red,0,0.423953499994241,0,0,377746.1623474,377747.690508,377748.87829,377749.3022435,generalization
generalization,2,85,NaN,ySequenceGen_5.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_5.flac,y,2,Green,4,Red,0,0.367327600019053,0,0,377750.5131918,377752.0406745,377753.2303399,377753.5976675,generalization
generalization,2,86,NaN,aSequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_3.flac,a,3,Blue,4,Red,0,0.461891499988269,0,0,377754.8128623,377756.3413854,377757.5277297,377757.9896212,generalization
generalization,2,87,NaN,xSequenceGen_7.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_7.flac,x,4,Red,1,Yellow,0,0.462984999991022,0,0,377759.222468,377760.7469574,377761.9257756,377762.3887606,generalization
generalization,2,88,NaN,xSequenceGen_10.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_10.flac,x,4,Red,2,Green,0,0.543395699991379,0,0,377763.6836059,377765.2093552,377766.3973369,377766.9407326,generalization
generalization,2,89,NaN,bSequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_8.flac,b,1,Yellow,1,Yellow,1,0.277895999955945,0,0,377768.19783,377769.7281848,377770.9110771,377771.1889731,generalization
generalization,2,90,NaN,aSequenceGen_2.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_2.flac,a,3,Blue,3,Blue,1,0.354791999969166,0,0,377772.4368343,377773.9715567,377775.1624967,377775.5172887,generalization
generalization,2,91,NaN,ySequenceGen_12.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_12.flac,y,2,Green,1,Yellow,0,0.72169199999189,0,0,377776.8329719,377778.3578688,377779.5476905,377780.2693825,generalization
generalization,2,92,NaN,xSequenceGen_1.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\xSequenceGen_1.flac,x,4,Red,1,Yellow,0,0.439961500000209,0,0,377781.537666,377783.0667025,377784.2610098,377784.7009713,generalization
generalization,2,93,NaN,aSequenceGen_8.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_8.flac,a,3,Blue,3,Blue,1,0.327936799963936,0,1,377785.9657831,377787.4890397,377788.6779615,377789.0058983,generalization
generalization,2,94,NaN,bSequenceGen_12.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\bSequenceGen_12.flac,b,1,Yellow,1,Yellow,1,1.7845969000482,0,0,377790.2183756,377791.7533839,377792.9479156,377794.7325125,generalization
generalization,2,95,NaN,ySequenceGen_3.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\ySequenceGen_3.flac,y,2,Green,2,Green,1,0.531536700029392,0,0,377795.9851635,377797.5159675,377798.7142384,377799.2457751,generalization
generalization,2,96,NaN,aSequenceGen_9.flac,D:\Matlab_projects\SMART\SMART_game\t1215957-v12-assets_generalization\aSequenceGen_9.flac,a,3,Blue,3,Blue,1,0.382067700033076,0,0,377800.5005869,377802.0374114,377803.2309252,377803.6129929,generalization
